DistrictNo,DistrictNameThai,DistrictNameEnglish,DistrictMOI_ID,DistrictOffice,DistrictGoverningAgency,DistrictGoverningAgencyCodeCitizenInfo,TopExecutivePosition,TopExecutivePositionandDistrict,ProvinceMOI_ID,ProvinceNameThai,RegionID,RegionName,ProvincialClusterID,ProvincialClusterName
093,อำเภอเมืองลพบุรี,Mueang Lop Buri District,1601,ที่ว่าการอำเภอเมืองลพบุรี,ที่ทำการปกครองอำเภอเมืองลพบุรี,0112140316010,นายอำเภอ,นายอำเภอเมืองลพบุรี,16,จังหวัดลพบุรี,1,ภาคกลาง,11,กลุ่มจังหวัดภาคกลางตอนบน
094,อำเภอพัฒนานิคม,Phatthana Nikom District,1602,ที่ว่าการอำเภอพัฒนานิคม,ที่ทำการปกครองอำเภอพัฒนานิคม,0112140316020,นายอำเภอ,นายอำเภอพัฒนานิคม,16,จังหวัดลพบุรี,1,ภาคกลาง,11,กลุ่มจังหวัดภาคกลางตอนบน
095,อำเภอโคกสำโรง,Khok Samrong District,1603,ที่ว่าการอำเภอโคกสำโรง,ที่ทำการปกครองอำเภอโคกสำโรง,0112140316030,นายอำเภอ,นายอำเภอโคกสำโรง,16,จังหวัดลพบุรี,1,ภาคกลาง,11,กลุ่มจังหวัดภาคกลางตอนบน
096,อำเภอชัยบาดาล,Chai Badan District,1604,ที่ว่าการอำเภอชัยบาดาล,ที่ทำการปกครองอำเภอชัยบาดาล,0112140316040,นายอำเภอ,นายอำเภอชัยบาดาล,16,จังหวัดลพบุรี,1,ภาคกลาง,11,กลุ่มจังหวัดภาคกลางตอนบน
097,อำเภอท่าวุ้ง,Tha Wung District,1605,ที่ว่าการอำเภอท่าวุ้ง,ที่ทำการปกครองอำเภอท่าวุ้ง,0112140316050,นายอำเภอ,นายอำเภอท่าวุ้ง,16,จังหวัดลพบุรี,1,ภาคกลาง,11,กลุ่มจังหวัดภาคกลางตอนบน
098,อำเภอบ้านหมี่,Ban Mi District,1606,ที่ว่าการอำเภอบ้านหมี่,ที่ทำการปกครองอำเภอบ้านหมี่,0112140316060,นายอำเภอ,นายอำเภอบ้านหมี่,16,จังหวัดลพบุรี,1,ภาคกลาง,11,กลุ่มจังหวัดภาคกลางตอนบน
099,อำเภอท่าหลวง,Tha Luang District,1607,ที่ว่าการอำเภอท่าหลวง,ที่ทำการปกครองอำเภอท่าหลวง,0112140316070,นายอำเภอ,นายอำเภอท่าหลวง,16,จังหวัดลพบุรี,1,ภาคกลาง,11,กลุ่มจังหวัดภาคกลางตอนบน
100,อำเภอสระโบสถ์,Sa Bot District,1608,ที่ว่าการอำเภอสระโบสถ์,ที่ทำการปกครองอำเภอสระโบสถ์,0112140316080,นายอำเภอ,นายอำเภอสระโบสถ์,16,จังหวัดลพบุรี,1,ภาคกลาง,11,กลุ่มจังหวัดภาคกลางตอนบน
101,อำเภอโคกเจริญ,Khok Charoen District,1609,ที่ว่าการอำเภอโคกเจริญ,ที่ทำการปกครองอำเภอโคกเจริญ,0112140316090,นายอำเภอ,นายอำเภอโคกเจริญ,16,จังหวัดลพบุรี,1,ภาคกลาง,11,กลุ่มจังหวัดภาคกลางตอนบน
102,อำเภอลำสนธิ,Lam Sonthi District,1610,ที่ว่าการอำเภอลำสนธิ,ที่ทำการปกครองอำเภอลำสนธิ,0112140316100,นายอำเภอ,นายอำเภอลำสนธิ,16,จังหวัดลพบุรี,1,ภาคกลาง,11,กลุ่มจังหวัดภาคกลางตอนบน
103,อำเภอหนองม่วง,Nong Muang Khai District,1611,ที่ว่าการอำเภอหนองม่วง,ที่ทำการปกครองอำเภอหนองม่วง,0112140316110,นายอำเภอ,นายอำเภอหนองม่วง,16,จังหวัดลพบุรี,1,ภาคกลาง,11,กลุ่มจังหวัดภาคกลางตอนบน
104,อำเภอเมืองสิงห์บุรี,Mueang Sing Buri District,1701,ที่ว่าการอำเภอเมืองสิงห์บุรี,ที่ทำการปกครองอำเภอเมืองสิงห์บุรี,0112140317010,นายอำเภอ,นายอำเภอเมืองสิงห์บุรี,17,จังหวัดสิงห์บุรี,1,ภาคกลาง,11,กลุ่มจังหวัดภาคกลางตอนบน
